RecordID,CollectionDate,ConfirmedMalariaCases,SuspectedMalariaCasesTested,MalariaTestPositivityRate,MalariaIncidenceRate,SevereMalariaCases,MalariaDeaths,OutpatientMalariaVisits,InpatientMalariaAdmissions,ChildMalariaCases,MalariaInPregnancy,ITNOwnershipPercent,ITNUsagePercent,IRSCoveragePercent,Temperature,Precipitation,NDVI,Elevation,UrbanPopulationPercent,Under5PopulationPercent,GDPPerCapita,ImprovedWaterAccessPercent
4278,2022-11-25,5,15,0.12,391.77,1,0,6,3,2,2,58.3,70.7,41.0,25.3,22.8,0.38,34.1,60.7,18.2,536.5,59.7
4279,2021-04-17,5,8,0.76,391.77,0,0,7,5,3,1,85.5,86.5,66.1,29.7,32.2,0.43,879.9,68.8,17.1,436.74,71.0
4280,2021-11-26,5,12,0.7,391.77,3,0,4,0,5,1,91.0,32.7,67.5,22.1,21.3,0.75,682.9,15.6,15.1,475.73,81.6
4281,2023-03-08,7,15,0.23,391.77,1,0,4,6,4,0,83.5,62.6,66.1,24.5,57.2,0.16,229.8,16.1,18.4,625.99,60.5
4282,2021-01-11,3,14,0.4,391.77,1,0,4,1,0,2,68.5,60.9,56.6,23.5,46.3,0.77,713.8,21.7,12.4,521.08,81.5
4283,2021-07-06,6,12,0.82,391.77,3,0,11,1,3,2,57.0,38.7,64.4,29.0,55.5,0.72,1080.7,43.1,16.2,446.3,76.1
4284,2021-10-25,6,10,0.22,391.77,0,0,7,4,5,1,59.3,64.9,41.0,23.7,129.5,0.32,749.2,40.1,14.1,470.02,75.2
4285,2023-08-24,3,9,0.19,391.77,1,0,8,0,2,1,88.5,59.4,38.4,29.8,35.8,0.71,1053.5,54.6,14.8,452.74,48.2
4286,2023-06-11,8,6,0.69,391.77,4,0,12,2,2,0,76.3,79.0,62.7,29.6,20.5,0.37,1038.2,17.1,13.1,509.91,55.1
4287,2021-06-30,7,14,0.48,391.77,0,0,5,0,5,0,58.7,83.6,52.6,24.2,9.2,0.32,765.7,45.2,13.8,333.33,49.1
4288,2021-05-12,3,11,0.33,391.77,1,0,8,2,1,0,92.6,69.8,44.0,20.9,27.1,0.72,1735.9,41.5,14.0,579.85,87.3
4289,2022-06-23,4,7,0.24,391.77,0,0,8,2,3,0,70.9,80.0,32.4,24.9,17.4,0.35,1022.3,53.9,16.6,491.52,81.6
4290,2022-03-31,2,5,0.68,391.77,2,0,9,2,7,1,97.3,39.2,38.2,27.2,5.3,0.28,1760.8,20.2,16.3,612.31,53.4
4291,2023-01-30,4,11,0.45,391.77,2,0,14,4,3,1,92.1,60.6,39.4,29.9,29.1,0.36,1642.0,42.8,15.3,315.15,45.3
4292,2021-06-13,3,7,0.29,391.77,0,0,7,1,1,3,95.9,40.7,61.9,26.1,2.0,0.36,722.6,29.9,12.3,641.4,67.1
4293,2021-03-19,5,7,0.85,391.77,0,0,9,2,3,1,97.5,35.9,25.3,28.1,17.2,0.79,1006.1,42.6,18.7,497.41,71.1
4294,2023-02-27,6,15,0.55,391.77,4,0,11,3,1,2,66.2,36.1,46.7,26.3,23.0,0.59,50.0,57.3,13.2,518.79,44.9
4295,2023-04-01,6,6,0.38,391.77,0,0,10,4,4,0,74.7,59.4,38.3,25.4,8.5,0.54,1181.4,31.6,16.4,412.88,66.1
4296,2023-12-04,4,16,0.68,391.77,2,0,10,1,4,1,84.7,75.4,63.9,28.9,21.8,0.65,1285.9,57.0,11.0,725.68,43.8
4297,2022-08-10,4,10,0.5,391.77,4,0,9,1,3,0,94.6,83.5,37.1,29.7,29.7,0.8,581.3,11.4,14.0,621.77,71.2
4298,2021-04-28,5,10,0.11,391.77,0,0,9,2,3,3,59.4,37.8,46.5,31.6,73.1,0.4,1997.9,60.3,16.6,552.42,50.5
4299,2021-12-25,8,16,0.77,391.77,2,0,4,2,5,0,54.2,64.3,61.1,29.0,15.4,0.68,1736.6,17.3,19.2,565.27,82.4
4300,2023-10-10,5,9,0.15,391.77,1,0,3,2,2,0,50.8,60.3,67.5,23.0,80.7,0.74,229.8,31.7,11.5,473.32,45.2
4301,2023-06-19,8,13,0.89,391.77,1,0,10,1,3,0,50.0,56.3,30.0,29.3,74.3,0.23,1689.5,40.3,17.5,545.89,86.9
4302,2021-01-22,2,14,0.38,391.77,1,0,5,2,6,0,60.0,63.1,38.4,23.7,78.5,0.76,1439.1,67.7,12.0,539.74,47.0
4303,2022-02-18,7,11,0.52,391.77,1,0,13,2,2,0,84.5,52.6,37.7,31.6,59.4,0.29,1488.1,12.6,16.6,483.83,69.5
4304,2023-11-28,11,12,0.9,391.77,0,0,5,2,1,1,89.3,58.4,71.4,30.0,37.0,0.2,1227.6,43.2,12.3,658.04,47.2
4305,2022-08-09,4,13,0.32,391.77,1,0,9,6,4,1,87.7,43.3,56.1,30.2,8.2,0.64,1949.1,51.9,10.6,328.79,83.4
4306,2022-02-03,6,9,0.47,391.77,1,0,7,1,4,0,74.6,83.1,37.1,26.9,69.6,0.49,1944.9,63.8,14.7,514.87,81.6
4307,2021-03-10,3,9,0.7,391.77,0,0,6,1,3,1,83.4,42.3,24.0,31.1,66.4,0.56,970.2,21.5,16.6,672.94,69.7
4308,2023-11-12,3,14,0.47,391.77,1,0,5,4,2,0,63.1,73.1,52.1,24.8,129.2,0.68,1621.4,23.5,12.3,333.83,80.6
4309,2023-11-23,1,14,0.37,391.77,2,0,6,3,1,1,64.6,65.5,66.8,33.0,14.6,0.18,1345.9,56.8,13.7,662.25,42.3
4310,2022-04-20,3,6,0.2,391.77,0,0,10,1,2,0,69.4,78.5,58.3,24.2,87.5,0.53,714.3,20.4,15.1,587.31,64.9
4311,2021-12-14,6,7,0.51,391.77,2,0,9,5,5,2,65.2,82.8,76.7,25.6,20.8,0.57,455.3,28.6,16.4,393.83,55.1
4312,2021-03-15,3,15,0.54,391.77,1,0,5,1,6,2,91.4,87.6,45.8,23.3,19.7,0.37,266.8,12.7,18.2,428.03,76.3
4313,2023-01-07,2,8,0.29,391.77,1,0,7,4,3,2,78.4,33.0,46.1,28.8,86.3,0.25,39.2,67.8,13.2,450.18,64.6
4314,2022-05-05,6,7,0.37,391.77,0,0,9,3,3,2,71.5,46.2,73.7,24.4,29.3,0.52,887.6,23.8,12.7,619.56,50.0
4315,2021-01-01,4,13,0.34,391.77,1,0,8,0,1,1,79.7,71.4,37.7,24.9,16.8,0.77,888.9,32.4,10.6,481.54,62.4
4316,2021-11-19,3,11,0.44,391.77,0,0,8,1,4,1,55.4,83.4,32.8,29.7,82.0,0.61,274.9,22.3,12.9,385.01,48.3
4317,2021-06-27,6,8,0.74,391.77,1,0,8,2,2,1,95.9,45.1,75.4,28.0,10.8,0.71,675.0,58.6,15.9,641.68,67.9
4318,2022-07-20,2,4,0.37,391.77,2,0,12,1,3,0,55.8,82.9,28.4,20.4,14.6,0.5,1884.9,43.2,12.2,397.18,86.8
4319,2023-03-30,3,11,0.32,391.77,1,0,6,2,6,0,80.7,71.3,38.0,19.4,31.8,0.58,1683.8,32.3,15.8,497.6,49.7
4320,2022-12-25,10,7,0.77,391.77,0,0,12,4,4,0,71.6,49.2,78.8,22.1,38.6,0.36,249.0,23.8,12.3,739.03,72.7
4321,2023-03-21,7,12,0.75,391.77,1,0,10,1,1,2,88.9,41.4,41.9,29.8,6.8,0.16,860.1,62.9,16.6,403.89,80.1
4322,2023-04-11,4,7,0.73,391.77,1,0,7,0,1,1,73.8,79.5,77.5,24.5,66.3,0.57,1498.5,24.4,12.4,435.54,68.1
4323,2022-02-15,1,11,0.69,391.77,0,0,7,6,6,1,80.0,79.4,61.1,32.1,20.3,0.63,1038.4,19.8,14.9,386.43,40.3
4324,2023-11-27,3,10,0.81,391.77,2,0,7,2,6,1,80.2,54.2,51.2,26.9,18.8,0.47,1647.2,12.1,11.4,480.18,71.1
4325,2021-02-01,7,12,0.67,391.77,2,0,6,5,4,2,82.4,64.5,61.9,27.1,32.9,0.35,1441.2,66.9,18.0,410.69,63.6
4326,2021-05-21,7,10,0.24,391.77,1,0,9,1,3,1,67.0,47.8,69.6,27.3,9.4,0.6,907.2,39.1,11.2,424.83,42.8
4327,2021-07-04,3,7,0.13,391.77,1,0,4,2,1,1,84.3,81.7,63.9,29.2,25.1,0.17,1296.3,57.6,10.8,443.05,48.0
4328,2022-08-06,7,12,0.25,391.77,3,0,15,2,3,0,86.6,81.6,76.2,32.6,45.8,0.38,43.9,38.8,19.3,587.73,64.6
4329,2022-12-14,2,14,0.39,391.77,0,0,9,4,2,2,68.1,37.3,45.2,26.1,25.4,0.25,1949.7,17.0,11.7,516.43,86.4
4330,2022-12-13,5,9,0.14,391.77,1,0,7,3,5,2,71.6,48.8,20.7,22.9,14.1,0.78,43.3,19.8,17.8,436.4,81.6
4331,2022-07-21,2,16,0.71,391.77,1,0,10,1,6,3,55.6,83.8,48.7,26.4,17.3,0.45,1311.0,14.1,12.2,533.58,73.3
4332,2022-04-09,4,14,0.61,391.77,1,0,8,4,4,1,94.8,43.9,50.8,26.0,41.4,0.2,1161.9,51.3,19.9,461.24,58.5
4333,2022-02-03,5,1,0.67,391.77,2,0,9,4,1,0,62.5,58.8,46.0,31.7,20.2,0.61,238.0,26.9,10.5,491.58,51.9
4334,2023-07-21,3,11,0.18,391.77,2,0,11,1,1,0,92.9,65.9,68.8,29.8,61.6,0.67,1810.9,55.3,16.5,587.03,54.5
4335,2023-04-08,4,7,0.36,391.77,1,0,9,1,2,0,88.7,88.8,32.0,25.2,13.5,0.56,1953.8,69.1,17.6,473.67,81.5
4336,2021-01-10,5,11,0.47,391.77,0,0,12,2,4,1,63.0,31.7,20.3,26.5,14.9,0.39,1486.7,21.3,13.2,616.91,56.9
4337,2022-06-19,2,9,0.58,391.77,2,0,11,3,1,1,97.4,84.9,24.1,31.3,9.3,0.42,467.7,50.2,11.8,324.75,88.8
4338,2021-12-25,5,11,0.74,391.77,3,0,9,0,2,0,57.2,47.4,22.6,27.5,36.6,0.26,28.7,53.1,17.3,487.34,73.5
4339,2023-04-14,6,9,0.88,391.77,0,0,8,4,1,1,56.8,37.6,62.6,26.1,29.0,0.52,1923.7,64.9,16.0,334.14,40.5
4340,2023-11-03,2,12,0.17,391.77,2,0,2,1,7,0,63.3,66.1,79.0,26.7,7.1,0.39,1048.6,26.5,18.4,409.0,77.0
4341,2021-08-07,5,5,0.61,391.77,2,0,13,2,1,0,92.0,31.9,55.7,28.1,0.6,0.33,1671.1,56.1,10.8,411.48,51.0
4342,2021-05-29,5,11,0.21,391.77,3,0,9,3,4,0,76.2,76.1,53.1,27.9,6.5,0.43,1636.5,47.3,15.4,468.05,45.2
4343,2023-10-28,7,12,0.34,391.77,0,0,6,3,5,3,74.4,83.6,31.8,21.1,30.5,0.75,1773.9,64.7,14.7,554.07,65.0
4344,2022-08-26,8,11,0.72,391.77,0,0,9,2,2,1,63.2,73.2,73.8,24.6,26.3,0.68,396.9,41.1,12.6,322.75,48.8
4345,2022-11-28,7,8,0.9,391.77,1,0,7,2,5,2,65.0,52.4,40.6,24.8,0.2,0.67,779.0,68.9,16.6,370.08,72.6
4346,2021-08-28,4,8,0.52,391.77,0,0,6,1,7,0,62.8,46.3,68.2,27.4,32.7,0.61,396.3,31.3,16.9,532.65,87.1
4347,2023-11-18,7,11,0.38,391.77,0,0,5,3,4,0,77.1,59.5,62.6,21.8,25.6,0.24,1386.1,23.4,10.8,537.94,41.4
4348,2022-06-12,6,14,0.27,391.77,1,0,7,0,3,1,57.9,53.7,56.9,29.1,31.2,0.31,1216.6,32.9,16.2,459.2,81.8
4349,2022-05-28,7,10,0.73,391.77,0,0,8,1,3,1,69.4,73.9,45.0,29.6,65.3,0.45,653.7,48.6,10.3,346.68,58.7
4350,2023-06-26,5,15,0.82,391.77,0,0,9,2,6,1,97.4,80.5,31.0,28.0,80.0,0.12,234.6,38.9,10.4,555.27,88.1
4351,2023-02-12,5,8,0.78,391.77,2,0,9,3,1,2,77.6,40.6,73.5,27.5,87.1,0.19,464.0,59.2,14.0,378.83,46.3
4352,2023-09-18,5,10,0.51,391.77,1,0,6,4,0,0,79.4,46.1,23.9,28.9,118.6,0.55,1113.4,28.6,19.7,381.22,57.7
4353,2022-05-14,7,12,0.57,391.77,0,0,11,3,4,1,78.2,47.4,41.1,28.4,39.9,0.18,1624.0,54.0,16.1,457.43,83.5
4354,2022-11-27,5,12,0.77,391.77,0,0,8,0,2,1,85.1,36.8,59.1,25.0,22.8,0.51,404.6,51.5,16.5,403.02,54.6
4355,2023-07-29,2,12,0.84,391.77,0,0,8,3,5,1,91.7,56.0,37.1,25.2,1.3,0.76,1759.6,63.6,12.7,399.69,84.1
4356,2023-08-02,4,7,0.85,391.77,2,0,9,2,5,1,99.7,51.9,40.8,25.2,104.6,0.38,638.3,53.3,13.5,569.17,67.1
4357,2021-02-26,7,8,0.65,391.77,2,0,15,3,2,1,78.2,77.5,76.9,27.6,12.2,0.17,1777.8,15.4,18.8,629.98,71.5
4358,2023-09-15,7,5,0.25,391.77,1,0,7,7,6,0,74.9,88.6,71.9,23.9,64.2,0.25,562.0,11.5,16.8,536.8,67.6
4359,2021-08-27,6,4,0.35,391.77,0,0,8,4,2,1,71.3,86.3,58.7,26.4,5.4,0.27,1253.7,58.5,18.6,364.3,59.0
4360,2022-06-13,3,15,0.31,391.77,1,0,12,0,1,0,75.1,53.5,21.5,26.0,120.1,0.65,736.9,18.4,13.9,600.27,56.4
4361,2021-05-19,1,7,0.24,391.77,0,0,8,6,2,0,65.6,64.6,51.5,24.7,20.0,0.6,1794.9,28.2,14.5,465.49,70.0
4362,2023-02-23,4,8,0.3,391.77,1,0,8,1,1,1,81.5,85.8,36.8,22.4,1.2,0.79,171.8,17.9,15.6,557.27,44.4
4363,2022-03-28,9,10,0.8,391.77,0,0,9,3,3,1,69.1,51.1,44.4,27.6,8.2,0.65,1444.9,47.3,18.3,542.37,81.3
4364,2022-04-16,5,7,0.72,391.77,1,0,9,2,3,2,95.5,31.4,70.4,22.4,22.2,0.62,971.3,36.5,15.6,567.38,79.9
4365,2022-10-09,4,8,0.13,391.77,2,0,11,3,2,1,54.6,51.2,77.7,23.7,20.5,0.79,1041.7,49.4,15.4,532.38,65.3
4366,2023-04-25,4,13,0.22,391.77,0,0,6,1,4,0,77.4,79.6,48.1,28.5,6.3,0.4,982.2,17.0,15.9,465.7,84.8
4367,2022-12-25,7,13,0.89,391.77,2,0,11,2,4,0,69.7,63.2,47.1,24.1,20.3,0.55,1083.1,33.6,19.7,646.52,62.6
4368,2023-11-24,4,14,0.28,391.77,1,0,5,3,2,2,51.9,51.1,75.9,25.3,21.0,0.78,856.0,51.3,12.9,377.14,69.4
4369,2021-01-20,6,8,0.61,391.77,1,0,7,3,4,1,88.0,45.8,60.9,31.8,67.8,0.28,632.4,21.5,17.2,488.36,46.3
4370,2022-06-24,2,8,0.26,391.77,0,0,4,1,1,2,54.2,56.9,48.2,30.1,1.8,0.74,1452.9,15.7,13.4,499.95,67.4
4371,2022-05-24,7,14,0.29,391.77,1,0,7,1,4,0,80.7,37.8,32.2,29.8,8.1,0.18,1517.9,48.0,12.8,508.55,75.0
4372,2022-08-12,3,6,0.5,391.77,1,0,3,4,0,3,54.3,79.6,73.0,27.9,11.5,0.76,1799.4,10.4,17.9,480.37,59.0
4373,2021-07-10,3,10,0.49,391.77,0,0,5,0,4,1,87.7,79.6,42.8,26.2,27.7,0.37,836.1,38.4,14.8,621.86,75.8
4374,2023-03-29,6,8,0.62,391.77,0,0,12,1,5,0,60.2,83.7,61.5,22.8,6.7,0.65,1903.9,31.8,14.1,540.06,76.3
4375,2022-12-02,4,10,0.23,391.77,0,0,10,2,4,1,72.0,69.5,44.9,25.9,0.1,0.29,1534.9,39.0,11.3,536.97,73.8
4376,2021-06-05,7,10,0.31,391.77,1,0,12,5,1,0,98.9,65.7,53.5,23.8,77.3,0.61,1236.6,53.5,20.0,632.23,76.0
4377,2022-01-01,6,7,0.6,391.77,1,0,9,2,3,0,52.8,89.9,59.0,25.9,9.5,0.51,164.4,40.4,13.6,563.25,86.3
4378,2023-09-03,8,9,0.18,391.77,0,0,7,3,6,1,87.8,84.4,58.6,29.5,101.4,0.3,1892.6,36.2,10.1,466.54,54.2
4379,2022-10-05,3,6,0.83,391.77,0,0,6,3,1,1,65.3,63.2,73.7,23.4,85.9,0.8,164.8,43.8,15.8,469.02,57.2
4380,2022-12-26,5,15,0.24,391.77,0,0,6,2,4,0,89.6,54.2,39.4,23.9,16.4,0.57,1009.6,56.8,12.1,686.12,69.4
4381,2022-03-24,6,8,0.45,391.77,1,0,8,3,4,0,93.2,32.0,34.1,29.8,16.0,0.75,276.3,16.8,18.1,540.83,77.7
4382,2022-07-06,3,17,0.19,391.77,0,0,6,2,3,1,57.3,32.3,30.2,24.2,22.8,0.4,1295.5,45.5,18.0,568.41,89.8
4383,2022-01-10,4,12,0.65,391.77,2,0,4,3,4,1,77.7,40.4,44.6,27.4,80.0,0.3,1829.4,24.9,19.8,436.54,61.1
4384,2022-01-25,8,9,0.36,391.77,1,0,8,1,3,2,51.3,34.1,66.8,29.4,8.5,0.6,291.3,63.5,13.6,481.14,77.9
4385,2023-10-19,4,10,0.16,391.77,1,0,6,2,1,1,51.2,86.2,63.4,22.5,35.7,0.13,1628.5,28.5,17.7,562.28,63.9
4386,2022-02-13,4,7,0.57,391.77,1,0,7,4,2,0,70.5,86.4,66.0,26.9,16.8,0.66,870.0,46.6,14.1,352.99,40.7
4387,2022-04-26,4,8,0.88,391.77,1,0,10,1,2,1,64.5,45.7,26.6,28.7,40.4,0.6,1023.1,38.2,13.8,548.16,88.2
4388,2022-05-11,4,7,0.8,391.77,2,0,13,1,2,0,98.4,49.9,21.0,28.3,12.2,0.45,1074.5,36.0,15.3,399.49,89.7
4389,2022-06-28,8,11,0.66,391.77,1,0,9,3,3,2,65.6,52.7,77.9,25.0,63.0,0.45,1727.2,26.4,18.7,469.01,80.0
4390,2022-02-28,7,8,0.11,391.77,0,0,5,3,8,1,93.7,39.6,37.9,26.4,36.5,0.79,1951.0,51.5,12.1,463.73,71.1
4391,2022-04-15,7,9,0.79,391.77,0,0,10,0,3,2,56.1,32.7,43.5,26.0,57.4,0.25,1640.8,68.3,17.7,446.88,65.2
4392,2022-02-20,5,12,0.82,391.77,1,0,12,2,2,2,67.6,47.7,72.0,31.3,10.7,0.37,776.9,67.0,13.3,434.6,60.4
4393,2022-05-27,7,13,0.13,391.77,2,0,8,2,3,1,88.9,65.4,64.6,22.5,48.4,0.49,1130.1,17.7,11.5,482.55,66.7
4394,2022-12-31,4,7,0.2,391.77,2,0,14,0,2,2,67.4,59.5,55.0,24.0,54.0,0.25,613.8,35.5,12.1,478.88,47.9
4395,2021-11-16,7,13,0.46,391.77,1,0,15,3,2,0,87.9,60.0,71.8,30.7,74.8,0.5,835.7,32.8,18.5,399.43,83.7
4396,2021-08-07,2,17,0.42,391.77,0,0,6,1,2,2,66.8,56.0,69.6,27.4,13.5,0.39,1514.3,22.6,17.4,262.62,54.4
4397,2021-09-03,2,8,0.34,391.77,1,0,3,2,4,2,97.7,54.2,61.4,28.9,34.1,0.45,1902.7,60.9,15.9,541.85,42.2
4398,2021-06-10,5,8,0.26,391.77,0,0,5,0,6,1,71.8,41.8,76.7,27.6,13.1,0.49,429.9,51.3,11.1,496.26,75.9
4399,2023-10-06,5,8,0.54,391.77,1,0,10,2,3,0,74.0,63.4,69.0,28.1,126.2,0.62,1813.3,40.5,10.7,415.27,63.0
4400,2021-01-14,8,9,0.72,391.77,1,0,5,4,2,0,58.3,51.5,51.3,27.3,5.2,0.79,44.4,45.8,19.1,300.45,87.8
4401,2021-03-28,6,7,0.85,391.77,1,0,7,0,5,0,57.2,77.9,42.7,25.8,24.8,0.31,1394.4,50.6,17.4,394.33,64.7
4402,2023-09-15,5,10,0.34,391.77,3,0,7,3,6,1,63.1,53.9,53.6,28.9,5.8,0.31,1170.3,57.4,11.1,395.97,49.8
4403,2023-01-31,8,8,0.66,391.77,1,0,7,2,4,3,61.6,60.7,25.0,25.2,48.2,0.17,1800.8,23.3,13.8,468.69,71.3
4404,2022-10-08,5,17,0.73,391.77,0,0,4,0,1,0,61.2,66.4,50.5,27.6,49.4,0.29,1543.3,69.8,16.3,423.99,48.5
4405,2023-10-06,7,8,0.48,391.77,1,0,10,3,3,2,76.8,71.1,24.6,24.7,189.2,0.68,1185.4,42.7,18.9,483.72,68.8
4406,2022-07-17,4,11,0.84,391.77,2,0,9,3,4,1,87.8,70.4,70.4,25.9,44.4,0.8,940.1,63.4,12.8,521.83,72.4
4407,2023-10-03,7,8,0.12,391.77,4,0,14,4,2,2,58.7,70.8,69.2,27.2,72.4,0.25,1329.1,69.2,18.3,506.92,78.5
4408,2022-01-10,6,9,0.82,391.77,0,0,5,5,5,0,77.2,45.6,70.7,26.6,17.8,0.65,724.1,62.3,17.7,382.16,52.9
4409,2023-11-13,5,6,0.81,391.77,1,0,7,0,3,2,92.2,51.6,52.5,27.9,38.9,0.62,509.9,53.8,17.1,481.71,89.2
4410,2022-07-28,3,10,0.21,391.77,0,0,12,2,2,1,81.0,70.3,51.5,29.8,74.7,0.41,1789.3,65.4,11.4,402.83,53.5
4411,2023-03-26,5,12,0.45,391.77,1,0,9,5,2,0,99.0,39.6,54.5,22.1,75.9,0.32,752.3,29.5,19.3,653.49,63.3
4412,2022-03-31,5,12,0.51,391.77,0,0,4,0,8,0,79.0,75.2,70.4,34.9,79.6,0.74,1660.5,49.5,12.1,577.8,66.2
4413,2021-09-20,4,8,0.42,391.77,0,0,6,4,0,1,59.0,36.5,68.9,22.1,38.4,0.11,61.5,45.3,19.5,703.53,41.2
4414,2021-04-21,1,10,0.82,391.77,0,0,5,0,4,4,74.7,59.0,63.5,30.4,8.6,0.79,1736.2,50.7,14.7,464.92,80.3
4415,2023-12-13,6,9,0.67,391.77,1,0,7,3,2,1,93.0,41.3,60.7,29.6,49.6,0.46,748.6,10.7,19.9,596.19,50.8
4416,2023-05-17,6,9,0.2,391.77,1,0,8,3,3,0,60.2,41.3,22.6,29.7,6.4,0.59,1506.7,29.6,14.0,538.93,53.9
4417,2023-09-07,7,5,0.84,391.77,1,0,9,2,2,0,77.7,51.8,50.9,30.0,9.4,0.13,1369.7,46.0,10.7,643.32,85.6
4418,2021-03-08,8,10,0.14,391.77,0,0,6,0,5,1,66.8,38.0,21.3,25.5,67.5,0.13,1439.2,55.8,13.4,491.54,73.7
4419,2023-10-27,7,11,0.58,391.77,0,0,5,5,2,2,53.4,63.9,72.4,26.8,29.5,0.2,1428.3,22.4,11.4,372.64,88.9
4420,2022-12-13,1,11,0.52,391.77,3,0,10,4,3,0,79.0,59.1,45.9,25.9,56.2,0.59,1721.4,44.8,13.8,520.37,41.5
4421,2023-03-18,5,13,0.16,391.77,5,0,7,1,4,0,72.7,75.8,24.4,27.7,50.5,0.22,189.4,41.2,14.6,626.07,76.3
4422,2021-12-24,4,10,0.66,391.77,2,0,13,3,1,1,88.6,78.6,38.4,29.2,135.9,0.66,318.2,20.3,18.1,415.33,67.4
4423,2023-07-26,8,11,0.87,391.77,0,0,6,4,0,1,87.6,78.7,31.5,21.6,13.1,0.43,1782.9,67.1,19.5,625.91,82.0
4424,2021-09-04,3,7,0.47,391.77,1,0,10,1,2,1,90.2,34.2,63.2,26.1,12.4,0.46,1085.9,19.1,11.5,577.52,76.1
4425,2023-11-28,1,8,0.51,391.77,0,0,8,1,5,1,90.1,54.7,51.4,24.9,194.1,0.35,1755.6,36.1,19.1,455.33,48.6
4426,2023-08-01,2,10,0.41,391.77,0,0,3,2,3,2,51.7,73.3,56.3,25.4,4.8,0.16,161.4,15.9,13.0,390.52,62.2
4427,2022-10-09,3,16,0.8,391.77,0,0,5,1,1,1,99.3,34.6,68.7,26.4,58.4,0.72,817.2,37.4,10.2,627.79,43.1
4428,2021-01-18,7,16,0.84,391.77,0,0,10,2,2,1,70.7,67.9,36.1,27.9,9.5,0.31,1692.1,48.9,18.4,584.99,77.8
4429,2021-01-25,4,14,0.42,391.77,0,0,9,2,3,0,79.9,61.5,53.8,29.3,40.6,0.22,1948.2,38.8,13.8,448.99,53.0
4430,2022-03-08,7,8,0.81,391.77,1,0,6,2,3,2,90.3,65.0,32.9,28.2,115.9,0.41,425.9,39.3,13.4,305.74,48.9
4431,2023-02-17,11,11,0.26,391.77,0,0,9,0,3,0,82.2,44.0,70.4,30.8,6.2,0.43,141.4,27.6,16.9,442.53,44.5
4432,2021-07-26,3,13,0.47,391.77,0,0,9,0,4,0,90.8,47.0,64.8,28.2,29.5,0.15,1416.0,31.3,18.4,519.01,49.0
4433,2022-10-29,7,7,0.3,391.77,1,0,9,3,6,1,87.8,87.3,29.6,28.7,37.3,0.46,1296.4,16.6,17.3,517.21,74.0
4434,2023-01-11,5,15,0.28,391.77,1,0,8,4,2,1,55.6,82.0,72.6,32.8,21.5,0.39,1045.5,65.6,15.5,386.79,42.6
4435,2022-06-16,9,8,0.79,391.77,0,0,10,6,2,2,54.4,81.5,64.5,27.7,2.4,0.77,36.9,34.3,18.6,473.81,84.3
4436,2022-01-19,5,11,0.67,391.77,3,0,11,0,3,1,78.5,62.1,27.2,28.4,58.1,0.2,1158.0,55.8,13.2,467.51,79.5
4437,2022-06-23,7,14,0.15,391.77,0,0,7,2,1,1,67.4,67.6,33.1,30.3,37.4,0.78,1448.2,44.1,11.8,481.23,48.1
4438,2022-05-01,4,11,0.71,391.77,0,0,7,3,3,1,98.5,85.1,22.8,27.2,7.1,0.37,591.2,18.5,15.9,530.18,56.7
4439,2022-07-06,3,10,0.56,391.77,2,0,13,0,3,1,64.2,49.0,76.2,25.8,73.1,0.57,1143.5,57.2,15.5,609.71,63.3
4440,2023-08-24,5,12,0.73,391.77,1,0,8,5,1,0,70.5,72.5,74.4,25.8,179.9,0.64,78.8,35.4,18.5,597.97,65.9
4441,2022-12-04,4,6,0.57,391.77,1,0,9,5,4,2,62.9,78.9,26.4,21.3,46.3,0.41,1453.8,30.1,15.5,520.56,90.0
4442,2023-01-20,8,8,0.4,391.77,1,0,5,4,5,0,95.6,33.7,42.6,28.0,4.2,0.42,1304.4,63.9,17.3,308.98,61.5
4443,2022-01-12,4,13,0.5,391.77,2,0,5,5,4,0,86.0,58.7,67.8,24.2,0.2,0.42,489.9,51.0,12.8,583.34,79.6
4444,2023-10-19,3,7,0.21,391.77,1,0,9,2,4,0,60.1,38.3,39.1,26.7,165.3,0.47,1601.8,34.1,13.6,482.1,66.7
4445,2023-05-19,5,10,0.35,391.77,0,0,12,1,2,2,66.8,38.7,30.8,23.0,28.2,0.34,12.7,64.7,11.4,705.31,54.1
4446,2022-03-08,2,6,0.12,391.77,7,0,8,1,1,1,55.5,56.0,46.5,24.9,90.8,0.51,1747.5,60.2,17.9,519.05,78.0
4447,2023-05-09,6,8,0.42,391.77,4,0,12,3,5,1,55.8,71.4,55.6,29.2,108.7,0.65,16.5,32.2,13.7,491.93,83.0
4448,2023-02-02,6,7,0.17,391.77,2,0,9,0,4,0,52.3,65.5,77.4,28.0,21.6,0.55,1963.5,49.1,16.7,534.63,70.8
4449,2023-01-18,3,5,0.63,391.77,4,0,9,4,3,1,58.5,47.7,72.9,28.1,189.1,0.11,155.6,54.6,15.7,439.11,75.4
4450,2023-04-01,4,10,0.83,391.77,1,0,4,3,5,4,93.8,77.9,60.8,22.3,17.0,0.54,914.5,11.7,17.7,391.5,47.2
4451,2022-07-27,5,12,0.69,391.77,2,0,9,2,4,2,61.9,46.0,69.6,26.4,6.7,0.59,867.9,20.9,13.0,668.47,43.8
4452,2023-07-13,7,10,0.27,391.77,0,0,9,5,4,0,85.3,39.6,45.4,26.8,38.2,0.68,155.8,47.3,18.0,577.3,68.5
